batch_size,method, score, level, clears, time, mps, cliff_l_e, cliff_h_e, cliff_l_w, cliff_h_w, m_stack_w, m_stack_e, a_stack_w, a_stack_e, stack_d_w, stack_d_e, stack_d_thresh, score_w, go_w
5,greedy,54000,5.8,98,75.12952795,4,0.122078651,3.54279163,-1.849292088,-9.573463193,-4.238730759,3.900075553,-4.126867708,1.654505123,-5.843156667,3.978579966,12.70412894,4.626386781,-6.27447996
5,greedy,19420,4.2,46.4,58.38663249,4,0.591917366,4.016777748,-3.539474495,-10,-4.238305833,3.17354771,-2.506428349,2.33308736,-5.601337249,3.079652475,14.77029297,5.777222173,-7.414690276
5,greedy,16720,4.2,46.6,49.70499549,4,0.715730416,3.63642242,-3.177226939,-10,-4.38379986,4.16020277,-4.376524727,1.734618867,-6.91165491,3.983233579,12.14640425,6.294139744,-7.193172713
5,greedy,32320,5.4,71.6,66.95968828,4,0.664100193,3.638603334,-2.010037742,-9.486618337,-4.41948655,3.93771134,-3.160661356,1.764973973,-6.683220379,4.034016169,13.41894929,4.581483996,-7.385890479
5,greedy,25300,4.8,58.6,62.69069719,4,0.527022626,3.936674249,-2.600937598,-9.092218513,-3.088915295,3.827339462,-3.683064532,1.629313288,-5.570097344,4.205212234,13.44458365,5.027309555,-7.936841378
5,greedy,7480,3.2,26.4,44.77334528,4,0.298349367,4.007346766,-1.99354175,-9.218830562,-3.115035607,3.346526919,-3.3714626,2.138088172,-6.702586954,3.929573651,14.9330451,6.680639027,-7.469977924
5,greedy,29960,4.6,59.2,70.15317106,4,0.137253932,4.308899742,-2.505735142,-10,-4.330288942,3.496832735,-2.966137427,1.65103026,-6.775653072,3.858901693,14.42134455,5.31053694,-7.241363787
5,greedy,69000,6.4,107.4,107.4129885,4,0.337832542,3.626496242,-2.827129715,-8.833464226,-5.625713608,3.316651426,-2.685682678,2.082881892,-6.215828353,3.286089591,12.63389241,6.340934693,-6.325742121
5,greedy,38400,5.4,78.4,86.26323895,4,0.081597351,3.572752993,-1.952976912,-9.679589042,-4.547109912,3.643628231,-2.789312142,1.801871733,-6.882018133,4.049352751,14.97431104,6.372839416,-6.205698952
5,greedy,6380,3.2,25.2,36.29184813,4,0.491646411,3.613039142,-2.667626655,-9.161271682,-4.656010187,4.260830611,-3.33716952,1.913462898,-6.183724519,3.479483711,13.05684296,5.341629403,-6.993584394
5,greedy,15480,3.2,35.4,44.83795581,4,0.337832542,3.626496242,-2.827129715,-8.833464226,-5.625713608,3.316651426,-2.685682678,2.082881892,-6.215828353,3.286089591,12.63389241,6.340934693,-6.325742121
5,greedy,23300,4.6,55.2,65.29547668,4,0.139408869,3.961531335,-1.867326048,-9.099555406,-5.021994307,3.372956473,-2.496985913,1.930495273,-5.509663095,3.696995857,14.68958798,5.957171652,-6.716734369
5,greedy,51300,5.8,88.8,105.3958409,4,0.022818378,3.927287858,-3.214422883,-9.974911438,-4.720813506,3.362616223,-3.455464299,1.884013881,-7.185697462,3.77268112,12.82153779,6.125253748,-7.105747602
5,greedy,14780,4.2,42.4,43.87550912,4,0,3.918365869,-2.09328944,-9.021505694,-4.530914559,4.006081217,-3.043215953,2.247435987,-6.448105995,3.449920791,14.82216098,6.051560185,-6.618613323
5,greedy,23720,4.6,54.2,52.50575452,4,0,3.421363288,-1.413861273,-8.877305165,-4.238148075,3.525917946,-4.018705797,1.58543243,-6.061225387,3.640057626,13.23181666,4.991513322,-7.167128148
5,greedy,25360,4.2,52.8,62.13841672,4,0.022818378,3.927287858,-3.214422883,-9.974911438,-4.720813506,3.362616223,-3.455464299,1.884013881,-7.185697462,3.77268112,12.82153779,6.125253748,-7.105747602
5,greedy,55260,5.4,86.4,97.123172,4,0,4.262407293,-1.853786658,-9.759321122,-5.932006398,3.60084923,-4.151177972,1.689315007,-6.384118918,3.185303948,12.98929376,6.412958034,-5.576828097
5,greedy,37880,5.2,73,77.13758531,4,0.707671829,4.080678726,-3.159484307,-10,-5.267266898,4.01442942,-2.63852893,1.523346918,-6.983293945,3.213821265,14.42181509,6.447739267,-6.231277634
5,greedy,21040,4.6,53.2,71.05227757,4,0.548858634,4.012013487,-2.643180274,-8.9532389,-3.793311391,3.449989077,-4.720278916,2.233299423,-6.029360188,3.695526313,12.53469078,5.633815167,-7.704472646
5,greedy,97480,7.2,137.8,215.9288711,4,0.294009899,3.868119597,-2.568639692,-9.245781348,-3.773879471,3.663326496,-4.76081417,1.875550317,-6.250608821,3.395111968,13.97465065,4.868099451,-6.842222111
5,greedy,28500,4.6,56.6,66.25227704,4,0,4.262407293,-1.853786658,-9.759321122,-5.932006398,3.60084923,-4.151177972,1.689315007,-6.384118918,3.185303948,12.98929376,6.412958034,-5.576828097
5,greedy,37680,4.6,66.2,79.44277644,4,0.521198331,4.068512127,-1.349769208,-9.60408934,-3.806935615,3.40837972,-3.325052529,2.080802759,-5.497005188,3.179186297,14.4116766,5.851813809,-7.945838028
5,yield_to_next,67500,6.6,113.4,3065.448672,4,0.719439258,4.341651158,-3.400790043,-9.650159064,-4.459453334,4.073739426,-3.316870364,2.326125483,-6.306899114,3.194094783,14.98568806,5.770731399,-6.757077833
5,greedy,50760,5.4,88.6,89.52243032,4,0.221684737,3.529536933,-3.205402371,-9.906640361,-4.668753822,3.549238185,-3.846168298,1.571359916,-7.082499057,3.724139213,14.58809868,6.408499141,-6.736272906
5,greedy,43140,5.4,79.4,86.33491921,4,0.294009899,3.868119597,-2.568639692,-9.245781348,-3.773879471,3.663326496,-4.76081417,1.875550317,-6.250608821,3.395111968,13.97465065,4.868099451,-6.842222111
5,greedy,25920,4.2,54.2,63.65877748,4,0.408495517,4.337175969,-1.716805353,-8.77112419,-5.121197324,3.676210999,-2.945919207,1.870892158,-5.787084062,3.917715852,12.95087963,5.586258542,-7.931374953
5,greedy,93020,5.8,112.4,132.8342105,4,0,4.206574003,-1.833806138,-9.475900063,-6.157750235,3.306862009,-2.980813761,2.285096904,-6.962403987,3.422781071,12.42418662,5.948791104,-5.758193342
5,greedy,59920,6.2,102.6,106.3344869,4,0.221684737,3.529536933,-3.205402371,-9.906640361,-4.668753822,3.549238185,-3.846168298,1.571359916,-7.082499057,3.724139213,14.58809868,6.408499141,-6.736272906
5,greedy,63160,6.2,101.8,86.85957642,4,0.379337859,4.322796872,-2.897082406,-9.939777121,-4.747440302,4.229884744,-4.504223204,1.675857469,-6.897964818,4.096986444,12.25405918,4.786773095,-7.826389978
5,greedy,53780,5.8,89.4,99.46861973,4,0.278041071,3.97768271,-2.112329375,-10,-3.458641505,3.501203281,-4.192048105,1.683784168,-6.015506629,4.048064528,14.77496861,5.146610783,-7.165143394
5,greedy,27060,4.2,54.6,65.12705483,4,0,4.206574003,-1.833806138,-9.475900063,-6.157750235,3.306862009,-2.980813761,2.285096904,-6.962403987,3.422781071,12.42418662,5.948791104,-5.758193342
5,greedy,18480,4.4,49.8,57.52620416,4,0.379337859,4.322796872,-2.897082406,-9.939777121,-4.747440302,4.229884744,-4.504223204,1.675857469,-6.897964818,4.096986444,12.25405918,4.786773095,-7.826389978
5,greedy,8960,3.2,29.6,37.27452984,4,0,3.659643804,-2.243194074,-10,-3.697361322,4.174702412,-3.880151072,2.159437947,-7.272932644,3.527858717,14.71778447,5.621751188,-7.094910218
5,greedy,60540,5.4,92.2,88.34575672,4,0.722698023,3.515639464,-2.339718625,-10,-3.891604455,3.445820724,-2.964956387,2.46246839,-7.140187623,3.831462058,13.00667089,5.594639514,-7.728673127
5,greedy,105960,7.4,155.2,136.837892,4,0.066751986,3.725574683,-2.093052088,-9.755894531,-5.130073915,3.816138614,-4.280424727,1.418818057,-7.50512892,3.535523347,13.28317848,6.082694625,-6.637988619
5,greedy,71920,6.6,112.6,108.0573877,4,0.439840147,3.654821118,-2.235383071,-9.368776197,-6.296164547,3.371395436,-3.718005161,1.74060565,-6.338555668,3.727230719,12.89200985,6.275847817,-5.561000676
5,greedy,32060,5.2,71.6,66.84550753,4,0.066751986,3.725574683,-2.093052088,-9.755894531,-5.130073915,3.816138614,-4.280424727,1.418818057,-7.50512892,3.535523347,13.28317848,6.082694625,-6.637988619
5,greedy,49880,5.4,86.2,97.47719054,4,0,4.177403597,-3.026445078,-9.791915854,-3.64756833,3.832368832,-3.692217074,1.724614427,-6.80420826,3.450854318,14.37944816,4.697840145,-7.551296351
5,greedy,66680,6.6,111.8,111.5967096,4,0.267774846,3.680762945,-2.778826797,-9.70754928,-5.01190318,3.545684382,-4.275361159,1.70585722,-7.144492843,3.234774584,12.60636411,5.316389539,-7.207682694
5,greedy,12480,3.8,36.8,49.98085208,4,0,4.177403597,-3.026445078,-9.791915854,-3.64756833,3.832368832,-3.692217074,1.724614427,-6.80420826,3.450854318,14.37944816,4.697840145,-7.551296351
5,greedy,26380,4.6,57.4,69.56978254,4,0,3.724269884,-2.424156226,-8.698615561,-4.703738275,3.305305597,-3.688837933,1.308592556,-6.131371285,3.487744713,13.5479749,6.623613154,-7.433707365
5,greedy,80880,6.6,121.6,118.7115713,4,0.439840147,3.654821118,-2.235383071,-9.368776197,-6.296164547,3.371395436,-3.718005161,1.74060565,-6.338555668,3.727230719,12.89200985,6.275847817,-5.561000676
5,greedy,14120,3.6,36,48.471562,4,0.079386433,4.306114188,-3.280194771,-8.907242336,-4.818007081,3.692350445,-4.107553243,1.447850099,-7.031099142,3.857954833,12.92470361,6.933491845,-6.290093976
5,greedy,14360,4.2,43.2,54.7963347,4,0,3.392409917,-3.430562491,-10,-4.597274434,3.846207784,-2.946580941,1.776810332,-5.935784202,3.976879552,15,5.433112402,-6.729065355
5,greedy,52100,5,83,92.95150919,4,0.050014993,4.257907641,-2.608508386,-9.438971779,-4.543135597,3.292480934,-3.039425281,2.28358777,-7.082048018,3.554741691,14.47847789,6.464275482,-6.449636553
5,greedy,40000,4.8,70.8,88.69840417,4,0.000284114,4.42027233,-3.627770469,-9.920987697,-4.261160163,3.514788773,-4.737826898,2.049506166,-5.917209412,3.98018765,14.45092432,4.628104605,-7.809503603
5,greedy,25780,4.8,55.6,77.36584167,4,0.235872404,4.044927209,-3.266758863,-9.281971877,-5.126998475,3.426820171,-4.467964973,1.291380691,-7.112663923,4.191523505,13.55138103,6.51358664,-6.636635978
5,greedy,24180,4.6,53.2,72.92106304,4,0.361656903,4.060031253,-1.688313384,-9.219419604,-3.45838103,3.389190311,-3.42508171,2.482112144,-6.029080177,3.924010764,14.32521,5.474621393,-7.496031425
5,greedy,22960,4.2,49.6,70.75685887,4,0.000284114,4.42027233,-3.627770469,-9.920987697,-4.261160163,3.514788773,-4.737826898,2.049506166,-5.917209412,3.98018765,14.45092432,4.628104605,-7.809503603
5,greedy,55580,5.4,91.4,124.7187694,4,0,4.003003462,-2.411891664,-9.323477731,-5.015975169,3.306107305,-2.454092254,2.17933626,-6.770440168,3.859214707,13.20901552,5.091349062,-6.568250286
5,greedy,29160,4.8,61.6,71.66437907,4,0.457816584,4.026456169,-3.730517182,-9.68400909,-3.361246458,3.719998657,-5.055383346,1.771992977,-6.118953494,4.141975527,12.39200502,4.356873521,-6.561170449
5,greedy,31340,5,64.4,79.4497436,4,0,4.196422466,-2.548607704,-10,-4.982273556,3.48035448,-2.548286982,1.996639197,-6.607256364,4.153578812,15,5.170753507,-6.897222793
5,greedy,43500,5.2,77.4,99.3025969,4,0.536356732,3.918664736,-2.035940161,-9.769849051,-5.111646248,3.212293642,-4.823372015,1.502380967,-6.000327743,3.467435306,14.57123391,5.449720048,-6.165624341
5,greedy,38180,4.8,73,95.38391705,4,0.124687834,3.417539485,-1.830320886,-9.898525626,-5.410141114,3.199511501,-2.615998421,1.812210939,-5.503401971,3.772271533,12.93005832,6.35032146,-5.770055295
5,greedy,28040,4.6,60.4,79.3204247,4,0.741333839,3.528555997,-1.537625299,-9.945032687,-3.702774863,3.373511413,-4.088621758,1.720398716,-5.641581109,4.13843758,14.98306141,4.718667368,-7.341825689
5,greedy,51840,5.8,90.4,106.1525043,4,0.457816584,4.026456169,-3.730517182,-9.68400909,-3.361246458,3.719998657,-5.055383346,1.771992977,-6.118953494,4.141975527,12.39200502,4.356873521,-6.561170449
5,greedy,52300,5.6,90.2,119.3196795,4,0.536356732,3.918664736,-2.035940161,-9.769849051,-5.111646248,3.212293642,-4.823372015,1.502380967,-6.000327743,3.467435306,14.57123391,5.449720048,-6.165624341
5,greedy,41460,5,73.6,93.44462433,4,0,4.265571041,-1.58798234,-9.880371819,-6.089301848,3.414705225,-2.846475786,2.344261737,-6.301967226,3.066085285,13.92293646,6.313715072,-5.654829003
5,greedy,34000,5.2,74,78.91163306,4,0.323513382,3.694774966,-2.39323221,-10,-4.001334886,3.854535644,-3.874553663,1.814537294,-6.58553113,3.290469174,14.68511451,6.496434328,-7.990964915
5,greedy,37900,5.4,75.4,79.10294223,4,0.435217405,3.986128305,-3.94789539,-9.308126722,-3.392543282,3.708660922,-4.436831746,1.703888443,-5.434331144,3.889894824,13.02007565,4.774152762,-8.151064005
5,greedy,25800,4.8,61,60.93975868,4,0.555259556,3.430752262,-1.702435576,-8.962360833,-6.486969926,3.501821066,-3.880375551,2.087720506,-6.160632289,3.697369592,12.75437151,5.293708461,-6.296770641
5,greedy,41400,4.8,70.6,87.20250263,4,0.234126556,4.124052254,-2.461818697,-9.085973922,-4.838363147,3.527078003,-4.373540056,1.63743752,-5.858600045,3.797411559,12.38644834,4.696330525,-6.458785032
5,greedy,75900,6.4,111.2,108.6961483,4,0.287799383,4.206580193,-3.163813661,-10,-3.889934277,3.785857849,-3.74978612,2.147176126,-7.068775405,3.668004302,14.11601853,6.701027427,-6.609342053
5,greedy,46760,5.6,84.8,110.027423,4,0.507588429,4.13300351,-3.035484001,-9.52016188,-3.558021308,3.369882789,-4.837340692,1.786440112,-6.216362269,3.657218762,13.68304888,5.269155054,-6.741189161
5,greedy,18060,4.2,47,61.08339815,4,0,4.055907814,-2.884366403,-9.56280113,-4.614869721,3.703076536,-2.767772652,2.058034139,-6.110183832,4.085649697,12.52160073,5.04930226,-7.600214566
5,greedy,58920,6.2,100,117.3276676,4,0.572761211,4.022400763,-2.170234504,-8.999226952,-5.667273104,3.597794399,-2.64154322,2.384732805,-5.449668477,3.223806033,12.31408074,6.585008761,-5.324796226
5,greedy,13560,4,39.4,45.84885945,4,0,4.195042486,-2.675769285,-9.792400864,-4.487702577,4.208365794,-3.36596743,2.30288123,-5.974660258,3.52908635,12.76053157,5.911508944,-7.385494141
5,greedy,58280,6.4,103.8,115.27269,4,0.287799383,4.206580193,-3.163813661,-10,-3.889934277,3.785857849,-3.74978612,2.147176126,-7.068775405,3.668004302,14.11601853,6.701027427,-6.609342053
5,greedy,62140,6.2,104.6,86.55400395,4,0.198933359,4.033008065,-1.672814025,-9.163128632,-3.445825076,4.015192189,-3.50408795,2.273395222,-5.570982472,3.326620235,12.76320529,5.225740666,-7.661665083
5,greedy,16180,4,43,50.5137145,4,0.348056227,3.443675239,-1.923193519,-10,-4.47295239,3.887647868,-4.516065477,2.114143259,-7.708952406,3.563059721,13.33799947,5.057268661,-6.164966602
5,greedy,63740,6,106.6,86.60822558,4,0.412328478,4.084596995,-2.229552062,-9.085919121,-4.914784219,4.101109413,-3.818494895,2.126752822,-5.673474337,3.787749995,12.34196104,5.587381495,-6.898570536
5,greedy,55660,6.4,101.4,101.1169009,4,0,4.092833763,-2.807427568,-10,-5.114009374,3.847123107,-2.610392226,1.979009307,-7.221734537,3.099299763,14.35937909,5.107832219,-5.061821646
5,greedy,17620,4.4,48.2,51.4827878,4,0.663680198,3.651415922,-2.769749977,-10,-3.845779012,3.997010179,-2.769209453,2.282131897,-5.368687618,3.97790824,14.36600397,6.025930136,-6.404276749
5,greedy,32260,5.4,71.6,69.91956434,4,0.295922374,3.527142285,-1.501197399,-8.591480961,-6.421208542,3.537859887,-4.361862861,1.453301788,-6.05882833,3.63866817,13.76677356,6.100585014,-6.6619701
5,greedy,38120,5.4,75.2,89.64062958,4,0,4.294971147,-2.24236,-10,-5.298954855,3.48008639,-3.998893715,1.521912581,-7.358747722,4.011778631,15,6.802082423,-5.87711249
5,greedy,39260,5.4,79.4,86.56272178,4,0.412328478,4.084596995,-2.229552062,-9.085919121,-4.914784219,4.101109413,-3.818494895,2.126752822,-5.673474337,3.787749995,12.34196104,5.587381495,-6.898570536
5,greedy,24640,4.8,55.2,77.41172862,4,0.390079073,3.813480307,-1.846423251,-8.906803958,-3.47214724,3.12970327,-4.202746758,1.495344476,-7.5979843,3.396033009,13.87200742,5.059646643,-6.122647056
5,greedy,123020,7.2,151.6,135.2169368,4,0.782885981,4.122059976,-2.601853029,-10,-4.435340238,4.199284709,-2.680346557,2.340670144,-6.910880753,3.305254061,14.78579053,5.447224363,-6.168427745
5,greedy,46140,5.8,86.8,95.19991975,4,0.417687326,3.575016006,-2.47531048,-10,-6.584632931,3.502318846,-3.807191023,1.948410899,-7.395776299,3.232223079,12.50299289,5.832334707,-6.097192219
5,greedy,34600,5.2,71,73.7428225,4,0.782885981,4.122059976,-2.601853029,-10,-4.435340238,4.199284709,-2.680346557,2.340670144,-6.910880753,3.305254061,14.78579053,5.447224363,-6.168427745
5,greedy,22180,4.4,52,61.61839976,4,0,3.988310324,-2.783761974,-8.794213348,-6.343063422,3.621527263,-4.242873509,2.238981089,-6.11166802,3.589250731,14.41674381,5.432770188,-5.094999981
5,greedy,50660,5.8,89.8,87.30492935,4,0.187768326,3.812129915,-3.284844112,-8.844769161,-4.757415029,3.732576751,-4.106552244,1.356990618,-6.695657206,4.111867055,15,6.867316706,-7.689167272
5,greedy,123160,8,164.2,188.2436556,4,0.62723431,4.315423255,-3.010060845,-10,-4.595689012,3.82266262,-4.438263691,2.100846816,-6.369795727,3.832751374,13.3759938,5.088471976,-8.140941044
5,greedy,31860,5,68.4,84.530685,4,0.504636338,3.449508952,-1.988120332,-10,-4.14655709,3.350114061,-2.725764701,1.650707039,-6.20431812,4.113717003,14.90522203,6.343176553,-7.074476582
5,greedy,25240,4.8,60.2,78.06412625,4,0.28349737,4.252602976,-2.448823685,-9.869831649,-4.742402238,3.76811464,-4.382936271,1.32336458,-7.141070171,3.851994146,12.73634841,6.135251958,-7.60351717
5,greedy,44240,4.8,71,91.51184506,4,0.223845614,4.028899813,-1.358071316,-9.163589147,-5.705569987,3.146227227,-2.809444102,1.543375418,-7.14032141,3.523521901,14.4612813,5.682315135,-6.818855477
5,greedy,70220,5.6,107,125.5523217,4,0.62723431,4.315423255,-3.010060845,-10,-4.595689012,3.82266262,-4.438263691,2.100846816,-6.369795727,3.832751374,13.3759938,5.088471976,-8.140941044
5,greedy,46080,5.6,82.6,102.64661,4,0,3.572066187,-2.948622591,-9.29906849,-4.391615891,3.138538349,-4.692357575,2.253400013,-7.51340963,4.111371179,13.18084041,5.177349822,-7.387795398
5,greedy,59200,6,97,110.9274999,4,0.471945771,3.489843856,-2.649071152,-10,-5.288382683,3.523661891,-2.610009127,2.3903933,-7.246845073,3.726578452,11.68956741,6.029127644,-6.850552303
5,greedy,81980,6.6,121.4,135.5036898,4,0.171576485,3.598749996,-2.011562954,-9.036999613,-5.398707833,3.487278655,-2.749185143,2.381164206,-6.417891004,3.305150002,13.97089427,5.092913383,-6.695778686
5,greedy,25920,5,65.4,68.43715672,4,0,3.490945984,-3.409013028,-9.379884128,-3.959932855,3.932903139,-3.557572866,1.630139718,-7.043506289,3.25312768,14.52281298,6.28482944,-5.939158609
5,greedy,37040,5.6,79,91.04266324,4,0.365935398,4.002168409,-3.20858238,-9.556593391,-4.673492225,4.218528586,-3.266947609,1.921284274,-6.685000419,3.910530446,12.15907783,4.557418073,-7.540235654
5,greedy,21960,4.4,50.8,71.76706543,4,0.466311849,4.198413132,-2.63042497,-8.511167484,-6.312677468,3.008998918,-4.250151007,2.140898591,-6.978070231,3.247028795,13.45038417,6.094402909,-6.029657056
5,greedy,41420,5.4,77.4,92.12911158,4,0.171576485,3.598749996,-2.011562954,-9.036999613,-5.398707833,3.487278655,-2.749185143,2.381164206,-6.417891004,3.305150002,13.97089427,5.092913383,-6.695778686
5,greedy,45600,4.8,77,86.31898251,4,0.061546363,4.443531165,-2.443060944,-9.752580251,-5.082460923,3.681449905,-3.576333445,1.744777706,-5.684230408,3.8804895,12.62150432,4.671539152,-6.596701753
5,greedy,40720,5.8,80,102.4198267,4,0.556689466,4.183768645,-2.597166644,-8.800865197,-5.107313263,3.121594025,-3.219704149,1.804765044,-6.53124495,3.205477776,15,6.081469956,-7.636347026
5,greedy,30780,5.2,67.6,89.49025836,4,0,3.773148816,-2.341193012,-9.249189414,-5.002768734,3.419083345,-4.069615387,2.383104377,-5.695731563,3.471896677,13.11731419,5.84379994,-5.346751493
5,greedy,23560,4.8,61,75.30517116,4,0.715157519,3.553068759,-1.649155357,-9.596792062,-5.111221592,3.914639676,-2.739740784,1.869929279,-5.739648294,3.318954353,14.90933384,6.234876359,-7.459875794
5,greedy,45260,5,79,78.79141545,4,0.184006893,3.924018571,-3.241615726,-8.854746089,-4.774553783,3.962138311,-3.87552261,2.121205104,-6.726123438,3.795864668,13.6752948,5.514985339,-5.990712606
5,greedy,29780,4.6,61.4,72.84132271,4,0.041596135,3.958776067,-2.910962939,-9.267800143,-4.991757572,3.726890822,-4.236368883,2.356393606,-6.291657918,3.792464388,13.31828876,5.529073523,-7.365167918
5,greedy,60620,6.4,106.2,119.1622058,4,0.08752818,3.936040727,-3.547832464,-10,-3.505824832,4.057529455,-4.29696603,1.757638666,-6.208399508,3.717909907,12.56039616,5.205031209,-6.705794006
5,greedy,23940,4.6,56.2,70.65984902,4,0.430697112,4.247190613,-2.7292102,-9.87647475,-3.859690646,3.807656905,-3.089921405,2.065824844,-6.957441185,3.7782615,15,6.623847399,-5.963578878
5,greedy,85480,6.2,119.4,153.0907866,4,0.277949578,4.271759789,-1.499428045,-9.444226159,-5.789204766,3.517574544,-4.179337827,2.423528035,-5.670536133,3.714801664,12.33639614,5.905765954,-6.729911997
5,greedy,23280,4.8,55.6,70.10154848,4,0.405860954,3.774237028,-3.190028697,-9.801337116,-5.280309539,3.794576289,-2.824628747,1.62652555,-7.10305003,3.756691567,14.6899398,5.83790997,-6.408848195
5,greedy,23300,4.4,53.6,66.7330586,4,0.608398497,3.852086126,-3.893454439,-10,-3.788001027,4.150105101,-4.041812322,1.967165353,-6.294118886,4.179745519,13.36247656,5.768127986,-7.095481608
5,greedy,9980,3.4,29.6,48.78589554,4,0,4.269001501,-2.72763468,-10,-4.608338463,3.458306345,-4.884535345,1.912317535,-6.791248397,3.835702066,12.73512007,6.193256868,-6.028000958
5,greedy,14200,3.8,38.6,54.56047163,4,0.277949578,4.271759789,-1.499428045,-9.444226159,-5.789204766,3.517574544,-4.179337827,2.423528035,-5.670536133,3.714801664,12.33639614,5.905765954,-6.729911997
5,greedy,18880,4.4,49.8,63.93093042,4,0.278847931,3.458036737,-2.119917509,-9.651415196,-5.634713688,3.457247279,-2.90597177,2.210029714,-5.496912551,3.110120896,13.00887561,4.564215857,-7.049699884
5,greedy,16720,4.2,41.8,55.26221428,4,0.598827267,3.982132821,-2.058639492,-9.619525735,-6.734721674,3.185089337,-3.362886669,2.284545588,-6.573447021,3.930525406,12.9324256,5.339250402,-6.128556197
5,greedy,34620,5.4,75.2,75.39996381,4,0.044533971,4.008782431,-2.234029141,-9.568033511,-5.010642191,4.115027282,-3.405093874,1.415422105,-6.319401991,3.677655982,12.48690231,5.494447358,-6.106519751
5,greedy,52980,5.4,89.2,103.9869772,4,0,4.192080661,-3.890157917,-10,-5.286988361,3.462988726,-3.740076618,2.4346004,-5.833006471,4.177174069,12.42421471,5.771921084,-6.96868812
5,greedy,28380,5,63.8,66.6088665,4,0.283572745,3.950299381,-2.931516544,-10,-4.284758636,3.989038424,-3.019332817,2.048215997,-6.215758344,3.750260206,13.28480041,4.55246322,-6.024772154
5,greedy,21500,4.4,53,57.32582264,4,0.019212606,3.909729722,-3.729788959,-10,-4.505268341,3.873166455,-3.323024116,2.086756025,-6.586092609,3.789977381,13.12399925,5.674457355,-8.284809235
5,greedy,39380,4.8,65.8,70.2099566,4,0.598827267,3.982132821,-2.058639492,-9.619525735,-6.734721674,3.185089337,-3.362886669,2.284545588,-6.573447021,3.930525406,12.9324256,5.339250402,-6.128556197
5,greedy,26240,4.4,56,68.8871345,4,0.284657312,3.977274544,-1.403553686,-9.156051948,-4.6498016,3.249602337,-2.677798467,2.013536822,-6.04698717,3.753229341,13.81321715,6.239708757,-6.450044378
5,greedy,35500,5,70.2,112.9204735,4,0.014766569,3.975595492,-3.549396705,-10,-5.300891265,3.268443681,-3.880783981,2.09738041,-7.366214893,4.043936744,15,6.407291733,-7.346037045
5,greedy,37740,5.2,70.2,67.10321841,4,0,4.246113309,-3.23234706,-9.178362271,-3.732466367,3.784763051,-3.523995775,1.722615813,-5.811957977,3.912845498,12.10128788,4.875150629,-8.431927041
5,greedy,23760,4.8,55.8,46.43056583,4,0.236926899,3.897080635,-2.142407623,-9.824050294,-3.611620546,4.002901124,-4.830768017,1.358442078,-6.317482148,3.509667203,13.07339396,6.757781777,-7.441416272
5,greedy,78280,6.6,118,109.6495305,4,0.792412288,4.518118408,-2.423938819,-9.890939736,-3.431129905,3.612191415,-3.990226434,1.608888405,-5.502198552,3.962463327,12.90536077,5.2281586,-6.630592467
5,greedy,51060,6,90.6,77.50319185,4,0.719795822,3.411858801,-2.584165211,-9.254208225,-4.326855106,3.278956198,-3.510307682,1.724638675,-7.685752703,3.503096992,15,6.93412843,-6.459991062
5,greedy,26880,4.6,59.8,65.14571109,4,0.792412288,4.518118408,-2.423938819,-9.890939736,-3.431129905,3.612191415,-3.990226434,1.608888405,-5.502198552,3.962463327,12.90536077,5.2281586,-6.630592467
5,greedy,67460,6.6,110.8,111.3217056,4,0.549002809,3.950695935,-3.525224659,-10,-4.089219998,3.358643191,-3.26726259,1.420868372,-7.492977822,3.954392019,15,6.11015478,-6.801907978
5,greedy,31520,5,66.6,55.78918376,4,0,4.042326102,-2.83943398,-10,-3.56314572,4.158231033,-4.425263302,2.116427871,-6.704750036,3.992643394,12.62957413,4.226031403,-8.418518592
5,greedy,52180,5.4,84,66.38034334,4,0,4.042326102,-2.83943398,-10,-3.56314572,4.158231033,-4.425263302,2.116427871,-6.704750036,3.992643394,12.62957413,4.226031403,-8.418518592
5,greedy,115360,7,149.2,135.6998729,4,0.549002809,3.950695935,-3.525224659,-10,-4.089219998,3.358643191,-3.26726259,1.420868372,-7.492977822,3.954392019,15,6.11015478,-6.801907978
5,greedy,37000,5.2,70.2,64.56870651,4,0,4.39614055,-2.79173997,-9.569006529,-3.656534376,3.94342149,-3.847636475,2.135340657,-6.133970968,4.121359812,14.95324932,4.26913095,-7.95052202
5,greedy,18260,4.4,46.4,48.78032956,4,0.094022895,3.750935943,-2.52135954,-9.85605362,-4.649326726,3.57273834,-4.399880435,1.847448141,-7.225523989,3.559907711,13.52524301,5.821547002,-7.651873101
5,greedy,62860,6.6,105.8,103.9540598,4,0.605876191,4.312991389,-2.116467698,-10,-3.538850175,3.713030006,-3.768807772,2.332743252,-6.901307799,3.437761948,13.69457939,4.092632225,-8.252363195
5,greedy,48460,5.6,88.2,76.55741048,4,0.299175495,4.127635034,-2.111081668,-8.877890957,-4.446834074,3.850738048,-4.501450486,1.493390177,-7.357053419,3.825218126,14.58425831,5.476550936,-6.976171523
5,greedy,11520,3.6,32.2,36.22665176,4,0.41540545,4.099969973,-1.958148136,-10,-4.356585044,3.75687737,-4.1583755,2.009688057,-5.863474381,4.025039978,14.98488671,5.490381435,-7.743493591
